"","Species","Longitude","Latitude"
"5065","Pycnopodia helianthoides",-2222731.40629156,175932.768488564
"5066","Pycnopodia helianthoides",-2224678.95288886,179660.379723807
"5067","Pycnopodia helianthoides",-2218269.22885308,165931.195997404
"5068","Pycnopodia helianthoides",-2223142.08489857,176046.803583075
"5069","Pycnopodia helianthoides",-2211530.27719588,146117.324439261
"5070","Pycnopodia helianthoides",-2223305.99195419,176299.804813481
"5071","Pycnopodia helianthoides",-2219251.27439777,169243.917720524
"5072","Pycnopodia helianthoides",-2224678.95288886,179660.379723807
"5073","Pycnopodia helianthoides",-2217936.02229241,163857.570520622
"5074","Pycnopodia helianthoides",-2220496.32713268,172587.704897015
"5075","Pycnopodia helianthoides",-2214461.96890746,152396.512000612
"5076","Pycnopodia helianthoides",-2214513.60363254,152453.582767743
"5077","Pycnopodia helianthoides",-2226820.54300143,242950.775235106
"5078","Pycnopodia helianthoides",-2226672.61842353,246730.199097029
"5079","Pycnopodia helianthoides",-2227155.88698345,243021.232501525
"5080","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5081","Pycnopodia helianthoides",-2212132.82202468,148571.04654076
"5082","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5083","Pycnopodia helianthoides",-2209679.74354195,144198.553752896
"5084","Pycnopodia helianthoides",-2212969.00396387,150638.649700641
"5085","Pycnopodia helianthoides",-2227155.88698345,243021.232501525
"5086","Pycnopodia helianthoides",-2226672.61842353,246730.199097029
"5087","Pycnopodia helianthoides",-2227209.39593487,247144.736600702
"5088","Pycnopodia helianthoides",-2227209.39593487,247144.736600702
"5089","Pycnopodia helianthoides",-2226672.61842353,246730.199097029
"5090","Pycnopodia helianthoides",-2227155.88698345,243021.232501525
"5091","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5092","Pycnopodia helianthoides",-2212132.82202468,148571.04654076
"5093","Pycnopodia helianthoides",-2226155.5244474,253777.216210895
"5094","Pycnopodia helianthoides",-2209679.74354195,144198.553752896
"5095","Pycnopodia helianthoides",-2233548.15613302,203757.263630436
"5096","Pycnopodia helianthoides",-2212132.82202468,148571.04654076
"5097","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5098","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5099","Pycnopodia helianthoides",-2226672.61842353,246730.199097029
"5100","Pycnopodia helianthoides",-2227155.88698345,243021.232501525
"5101","Pycnopodia helianthoides",-2227209.39593487,247144.736600702
"5102","Pycnopodia helianthoides",-2209679.74354195,144198.553752896
"5103","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5104","Pycnopodia helianthoides",-2233539.73288003,200157.245178842
"5105","Pycnopodia helianthoides",-2233964.00164182,204812.709844745
"5106","Pycnopodia helianthoides",-2227209.39593487,247144.736600702
"5107","Pycnopodia helianthoides",-2227155.88698345,243021.232501525
"5108","Pycnopodia helianthoides",-2212132.82202468,148571.04654076
"5109","Pycnopodia helianthoides",-2212969.00396387,150638.649700641
"5110","Pycnopodia helianthoides",-2226672.61842353,246730.199097029
"5111","Pycnopodia helianthoides",-2227209.39593487,247144.736600702
"5112","Pycnopodia helianthoides",-2212132.82202468,148571.04654076
"5113","Pycnopodia helianthoides",-2212969.00396387,150638.649700641
"5114","Pycnopodia helianthoides",-2212132.82202468,148571.04654076
"5115","Pycnopodia helianthoides",-2227209.39593487,247144.736600702
"5116","Pycnopodia helianthoides",-2226672.61842353,246730.199097029
"5117","Pycnopodia helianthoides",-2227155.88698345,243021.232501525
"5118","Pycnopodia helianthoides",-2233539.73288003,200157.245178842
"5119","Pycnopodia helianthoides",-2233964.00164182,204812.709844745
"5120","Pycnopodia helianthoides",-2214503.89486597,152486.321059658
"5121","Pycnopodia helianthoides",-3111070.92892096,2974240.7159367
"5122","Pycnopodia helianthoides",-3079331.5466862,2963823.3428056
"5123","Pycnopodia helianthoides",-3067808.2344745,3052038.65390343
"5124","Pycnopodia helianthoides",-2968177.32180392,3121121.71848357
"5125","Pycnopodia helianthoides",-2993939.49555864,3138859.88873319
"5126","Pycnopodia helianthoides",-3038274.70785188,2944786.697859
"5127","Pycnopodia helianthoides",-3043852.86427111,2950155.57880376
"5128","Pycnopodia helianthoides",-3050522.88458499,2957305.7169954
"5129","Pycnopodia helianthoides",-3048306.07127697,2974044.45701545
"5130","Pycnopodia helianthoides",-3039479.04032621,3089037.62506585
"5131","Pycnopodia helianthoides",-3016163.21575458,2932923.1657054
"5132","Pycnopodia helianthoides",-3044556.2172653,3080962.18705703
"5133","Pycnopodia helianthoides",-3063210.27711096,3032532.90097295
"5134","Pycnopodia helianthoides",-3061788.73488055,3000850.3250671
"5135","Pycnopodia helianthoides",-3045780.78694495,3004814.61037506
"5136","Pycnopodia helianthoides",-3030826.66724277,2997814.70701614
"5137","Pycnopodia helianthoides",-3083795.28572669,3040205.80867185
"5138","Pycnopodia helianthoides",-2950222.12999276,2991439.99738005
"5139","Pycnopodia helianthoides",-2969975.7627392,3014427.30414073
"5140","Pycnopodia helianthoides",-2987337.45979496,3027439.33458984
"5141","Pycnopodia helianthoides",-2966899.57717928,3027423.52189232
"5142","Pycnopodia helianthoides",-2566660.89195388,2959432.08598856
"5143","Pycnopodia helianthoides",-2497217.44949465,2881246.90638425
"5144","Pycnopodia helianthoides",-2703920.90980192,3085333.11097888
"5145","Pycnopodia helianthoides",-2411175.93980659,2852634.05994925
"5146","Pycnopodia helianthoides",-3054004.5779114,3004013.01491117
"5147","Pycnopodia helianthoides",-3057277.87703568,3008363.17558602
"5148","Pycnopodia helianthoides",-3058625.30512345,3045085.77958089
"5149","Pycnopodia helianthoides",-3109088.90557259,2984977.05043655
"5150","Pycnopodia helianthoides",-3111903.38555916,2996873.96279631
"5151","Pycnopodia helianthoides",-3074588.51569151,3001898.78193732
"5152","Pycnopodia helianthoides",-3064379.51284562,3008464.24298213
"5153","Pycnopodia helianthoides",-3039936.77663972,3042418.97031441
"5154","Pycnopodia helianthoides",-3070242.63920143,3056281.24305448
"5155","Pycnopodia helianthoides",-3060258.26643291,3056054.78054151
"5156","Pycnopodia helianthoides",-3139809.65945453,2949399.61260366
"5157","Pycnopodia helianthoides",-3125660.49564144,2948736.12789377
"5158","Pycnopodia helianthoides",-3054546.08664263,2951887.35352666
"5159","Pycnopodia helianthoides",-3061069.54138774,2975502.21133266
"5160","Pycnopodia helianthoides",-3024629.74324864,3031801.24205913
"5161","Pycnopodia helianthoides",-3055698.49169585,3072826.65687059
"5162","Pycnopodia helianthoides",-3035253.48326635,2935464.2869036
"5163","Pycnopodia helianthoides",-3048273.73940059,2944613.1940335
"5164","Pycnopodia helianthoides",-3066568.45957572,2976864.99120064
"5165","Pycnopodia helianthoides",-3035920.33511169,2962744.0621708
"5166","Pycnopodia helianthoides",-2964607.15128237,3002202.73894287
"5167","Pycnopodia helianthoides",-2971521.19314749,3016286.13264567
"5168","Pycnopodia helianthoides",-2752282.36937096,3067396.43162849
"5169","Pycnopodia helianthoides",-2734984.56428338,3081033.17127388
"5170","Pycnopodia helianthoides",-2722098.08798905,3078883.38239537
"5171","Pycnopodia helianthoides",-2652973.57438904,3082248.65630917
"5172","Pycnopodia helianthoides",-2449983.53838511,2923692.41914166
"5173","Pycnopodia helianthoides",-2898675.23948179,3129557.42697345
"5174","Pycnopodia helianthoides",-2918474.38790682,3130671.38187693
"5175","Pycnopodia helianthoides",-2842972.00056008,3142722.48447949
"5176","Pycnopodia helianthoides",-2866687.31485105,3139445.29926226
"5177","Pycnopodia helianthoides",-2918474.38790682,3130671.38187693
"5178","Pycnopodia helianthoides",-2718189.35218382,3141168.1564382
"5179","Pycnopodia helianthoides",-2729491.19432648,3132754.73533903
"5180","Pycnopodia helianthoides",-2898675.23948179,3129557.42697345
"5181","Pycnopodia helianthoides",-2866687.31485105,3139445.29926226
"5182","Pycnopodia helianthoides",-2752739.20460477,3115761.90822893
"5183","Pycnopodia helianthoides",-2842972.00056008,3142722.48447949
"5184","Pycnopodia helianthoides",-2757173.32200677,3135829.28327159
"5185","Pycnopodia helianthoides",-2735163.85751404,3119067.61478769
"5186","Pycnopodia helianthoides",-2866687.31485105,3139445.29926226
"5187","Pycnopodia helianthoides",-2898675.23948179,3129557.42697345
"5188","Pycnopodia helianthoides",-2718189.35218382,3141168.1564382
"5189","Pycnopodia helianthoides",-2752739.20460477,3115761.90822893
"5190","Pycnopodia helianthoides",-2918474.38790682,3130671.38187693
"5191","Pycnopodia helianthoides",-2842972.00056008,3142722.48447949
"5192","Pycnopodia helianthoides",-2757173.32200677,3135829.28327159
"5193","Pycnopodia helianthoides",-2735163.85751404,3119067.61478769
"5194","Pycnopodia helianthoides",-2918474.38790682,3130671.38187693
"5195","Pycnopodia helianthoides",-2618605.49606813,3110954.53930984
"5196","Pycnopodia helianthoides",-2980231.8725254,3165044.62706602
"5197","Pycnopodia helianthoides",-2641738.00593359,3156778.51766449
"5198","Pycnopodia helianthoides",-2866687.31485105,3139445.29926226
"5199","Pycnopodia helianthoides",-2729491.19432648,3132754.73533903
"5200","Pycnopodia helianthoides",-2630501.43349003,3124342.41968921
"5201","Pycnopodia helianthoides",-2757173.32200677,3135829.28327159
"5202","Pycnopodia helianthoides",-2898675.23948179,3129557.42697345
"5203","Pycnopodia helianthoides",-2752739.20460477,3115761.90822893
"5204","Pycnopodia helianthoides",-2842972.00056008,3142722.48447949
"5205","Pycnopodia helianthoides",-2615926.53355613,3099320.28048901
"5206","Pycnopodia helianthoides",-2718189.35218382,3141168.1564382
"5207","Pycnopodia helianthoides",-2735163.85751404,3119067.61478769
"5208","Pycnopodia helianthoides",-2217563.59915934,44591.3981653741
"5209","Pycnopodia helianthoides",-2220086.95434046,50809.5005876504
"5210","Pycnopodia helianthoides",-2123831.55988576,-279889.150943769
"5211","Pycnopodia helianthoides",-2127830.51273251,-265065.342122075
"5212","Pycnopodia helianthoides",-2123992.18795326,-274275.516274577
"5213","Pycnopodia helianthoides",-2173712.24908112,-140323.800713615
"5214","Pycnopodia helianthoides",-2182982.08617095,-136390.675039549
"5215","Pycnopodia helianthoides",-2166283.8921476,-98536.0891653899
"5216","Pycnopodia helianthoides",-2111602.41924235,-289549.219945265
"5217","Pycnopodia helianthoides",-2184611.0724049,-25767.1349238389
"5218","Pycnopodia helianthoides",-2184325.52205181,15876.0315256225
"5219","Pycnopodia helianthoides",-2163469.45419514,-100621.163422452
"5220","Pycnopodia helianthoides",-2176118.63306453,-47856.7345616519
"5221","Pycnopodia helianthoides",-2163215.50975891,-101627.199064862
"5222","Pycnopodia helianthoides",-2183754.60366987,12148.0645736031
"5223","Pycnopodia helianthoides",-2183797.08299382,12121.1219520531
"5224","Pycnopodia helianthoides",-2184179.99283392,14387.2922115033
"5225","Pycnopodia helianthoides",-2183737.41398209,12207.9496663005
"5226","Pycnopodia helianthoides",-2183836.79617205,16186.9879331529
"5227","Pycnopodia helianthoides",-2185600.71461143,-25170.2452736148
"5228","Pycnopodia helianthoides",-2184215.77471457,15955.8113121574
"5229","Pycnopodia helianthoides",-2184217.58332932,15889.0585511715
"5230","Pycnopodia helianthoides",-2185013.36328311,-25679.058355709
"5231","Pycnopodia helianthoides",-2115753.04570139,-261909.721683978
"5232","Pycnopodia helianthoides",-2183815.01255227,11907.3510042226
"5233","Pycnopodia helianthoides",-2183844.43630955,11956.1560364352
"5234","Pycnopodia helianthoides",-2183868.51229508,11963.0670673718
"5235","Pycnopodia helianthoides",-2183752.40771998,12246.4977589111
"5236","Pycnopodia helianthoides",-2183788.09304057,12001.1330371713
"5237","Pycnopodia helianthoides",-2183659.92353466,12114.7727940768
"5238","Pycnopodia helianthoides",-2183741.63032202,12193.260865019
"5239","Pycnopodia helianthoides",-2183772.757615,12205.8648750576
"5240","Pycnopodia helianthoides",-2183756.38313644,12202.3876217017
"5241","Pycnopodia helianthoides",-2157776.31008553,-162868.973625352
"5242","Pycnopodia helianthoides",-2150756.2544965,-193220.924263383
"5243","Pycnopodia helianthoides",-2159938.9142241,-156838.977639868
"5244","Pycnopodia helianthoides",-2171340.50682757,-116144.899372914
"5245","Pycnopodia helianthoides",-2171367.58859097,-118876.862284933
"5246","Pycnopodia helianthoides",-2163367.02357005,-151184.929229945
"5247","Pycnopodia helianthoides",-2162588.0711579,-152067.60037306
"5248","Pycnopodia helianthoides",-2150856.31524761,-192167.403798087
"5249","Pycnopodia helianthoides",-2157034.45810535,-168936.484811951
"5250","Pycnopodia helianthoides",-2157514.26309334,-166517.552667829
"5251","Pycnopodia helianthoides",-2152011.46212413,-177847.003875222
"5252","Pycnopodia helianthoides",-2147630.76673893,-198075.622306873
"5253","Pycnopodia helianthoides",-2147767.4525381,-197927.476936004
"5254","Pycnopodia helianthoides",-2147502.15166608,-198705.241795626
"5255","Pycnopodia helianthoides",-2146641.47068825,-202000.303357906
"5256","Pycnopodia helianthoides",-2149661.28692173,-195525.423493004
"5257","Pycnopodia helianthoides",-2143644.55729137,-210917.156999096
"5258","Pycnopodia helianthoides",-2142959.962028,-209064.893039399
"5259","Pycnopodia helianthoides",-2145022.39428474,-204476.06439552
"5260","Pycnopodia helianthoides",-2155896.2151471,-174223.218066003
"5261","Pycnopodia helianthoides",-2158443.02197169,-162117.056996125
"5262","Pycnopodia helianthoides",-2147995.5029596,-197692.241489079
"5263","Pycnopodia helianthoides",-2144324.87884672,-205719.437292062
"5264","Pycnopodia helianthoides",-2147626.70315578,-199255.591048702
"5265","Pycnopodia helianthoides",-2167778.89920476,-146481.583679445
"5266","Pycnopodia helianthoides",-2156621.40772843,-169425.559202805
"5267","Pycnopodia helianthoides",-2161324.64246527,-154512.631358288
"5268","Pycnopodia helianthoides",-2166334.74006535,-147857.37398086
"5269","Pycnopodia helianthoides",-2160435.9811519,-156115.488352578
"5270","Pycnopodia helianthoides",-2154396.93237043,-176387.989230011
"5271","Pycnopodia helianthoides",-2170932.14059801,-109988.850727064
"5272","Pycnopodia helianthoides",-2163501.71381857,-100610.904513224
"5273","Pycnopodia helianthoides",-2163373.94699523,-100217.652814221
"5274","Pycnopodia helianthoides",-2163589.38193392,-99920.8076037778
"5275","Pycnopodia helianthoides",-2163158.0772695,-100701.098718824
"5276","Pycnopodia helianthoides",-2163101.10502677,-100842.60614953
"5277","Pycnopodia helianthoides",-2172378.77386842,-54833.8328715717
"5278","Pycnopodia helianthoides",-2172553.21234169,-54616.0097111554
"5279","Pycnopodia helianthoides",-2170099.43046039,-105709.026530626
"5280","Pycnopodia helianthoides",-2156078.61064018,-175234.642022185
"5281","Pycnopodia helianthoides",-2155908.1413013,-174458.325897061
"5282","Pycnopodia helianthoides",-2156578.53026399,-169398.501342613
"5283","Pycnopodia helianthoides",-2156814.62162932,-169324.616121595
"5284","Pycnopodia helianthoides",-2172234.07907318,-139647.593496542
"5285","Pycnopodia helianthoides",-2172038.78978933,-139895.923238073
"5286","Pycnopodia helianthoides",-2158369.39363915,-162170.332799718
"5287","Pycnopodia helianthoides",-2158663.86698524,-161638.420725465
"5288","Pycnopodia helianthoides",-2168855.87472871,-106227.661659057
"5289","Pycnopodia helianthoides",-2116779.03518721,-342701.334803328
"5290","Pycnopodia helianthoides",-2117022.35424843,-337362.18460874
"5291","Pycnopodia helianthoides",-2169112.45188497,-106108.092683427
"5292","Pycnopodia helianthoides",-2116469.23225862,-343092.140907959
"5293","Pycnopodia helianthoides",-2117325.93392829,-341207.12627263
"5294","Pycnopodia helianthoides",-2170741.82417145,-111441.54179527
"5295","Pycnopodia helianthoides",-2170568.83888602,-111765.562504817
"5296","Pycnopodia helianthoides",-2130827.59253552,-242300.445734377
"5297","Pycnopodia helianthoides",-2129104.21695051,-246490.722453984
"5298","Pycnopodia helianthoides",-2132581.09361124,-236558.321407336
"5299","Pycnopodia helianthoides",-2132429.11391653,-236916.32141214
"5300","Pycnopodia helianthoides",-2130432.44268276,-242583.464442304
"5301","Pycnopodia helianthoides",-2171020.32777203,-117074.431309285
"5302","Pycnopodia helianthoides",-2170004.80011842,-110477.15723765
"5303","Pycnopodia helianthoides",-2170344.35757681,-110025.925427365
"5304","Pycnopodia helianthoides",-2122095.85752795,-255934.887557314
"5305","Pycnopodia helianthoides",-2121822.69278453,-255979.382290535
"5306","Pycnopodia helianthoides",-2168848.0129031,-110430.057764583
"5307","Pycnopodia helianthoides",-2127498.14881401,-249839.008666859
"5308","Pycnopodia helianthoides",-2169071.58062106,-110349.04701915
"5309","Pycnopodia helianthoides",-2123240.46390683,-279983.811255987
"5310","Pycnopodia helianthoides",-2170004.80011842,-110477.15723765
"5311","Pycnopodia helianthoides",-2123769.04350872,-278526.765735205
"5312","Pycnopodia helianthoides",-2119250.18418139,-286994.664300286
"5313","Pycnopodia helianthoides",-2118449.9651328,-288212.220018111
"5314","Pycnopodia helianthoides",-2123240.46390683,-279983.811255987
"5315","Pycnopodia helianthoides",-2113001.56732779,-373027.725025079
"5316","Pycnopodia helianthoides",-2163101.10502677,-100842.60614953
"5317","Pycnopodia helianthoides",-2163373.94699523,-100217.652814221
"5318","Pycnopodia helianthoides",-2163589.38193392,-99920.8076037778
"5319","Pycnopodia helianthoides",-2163158.0772695,-100701.098718824
"5320","Pycnopodia helianthoides",-2170568.83888602,-111765.562504817
"5321","Pycnopodia helianthoides",-2169112.45188497,-106108.092683427
"5322","Pycnopodia helianthoides",-2168855.87472871,-106227.661659057
"5323","Pycnopodia helianthoides",-2156078.61064018,-175234.642022185
"5324","Pycnopodia helianthoides",-2155908.1413013,-174458.325897061
"5325","Pycnopodia helianthoides",-2158663.86698524,-161638.420725465
"5326","Pycnopodia helianthoides",-2158369.39363915,-162170.332799718
"5327","Pycnopodia helianthoides",-2156078.61064018,-175234.642022185
"5328","Pycnopodia helianthoides",-2156814.62162932,-169324.616121595
"5329","Pycnopodia helianthoides",-2156578.53026399,-169398.501342613
"5330","Pycnopodia helianthoides",-2172378.77386842,-54833.8328715717
"5331","Pycnopodia helianthoides",-2172553.21234169,-54616.0097111554
"5332","Pycnopodia helianthoides",-2170344.35757681,-110025.925427365
"5333","Pycnopodia helianthoides",-2132581.09361124,-236558.321407336
"5334","Pycnopodia helianthoides",-2132429.11391653,-236916.32141214
"5335","Pycnopodia helianthoides",-2129104.21695051,-246490.722453984
"5336","Pycnopodia helianthoides",-2130827.59253552,-242300.445734377
"5337","Pycnopodia helianthoides",-2130432.44268276,-242583.464442304
"5338","Pycnopodia helianthoides",-2170004.80011842,-110477.15723765
"5339","Pycnopodia helianthoides",-2172234.07907318,-139647.593496542
"5340","Pycnopodia helianthoides",-2171020.32777203,-117074.431309285
"5341","Pycnopodia helianthoides",-2172038.78978933,-139895.923238073
"5342","Pycnopodia helianthoides",-2169778.81363662,-106007.523299921
"5343","Pycnopodia helianthoides",-2168848.0129031,-110430.057764583
"5344","Pycnopodia helianthoides",-2169071.58062106,-110349.04701915
"5345","Pycnopodia helianthoides",-2168864.70046296,-108671.490086567
"5346","Pycnopodia helianthoides",-2163589.38193392,-99920.8076037778
"5347","Pycnopodia helianthoides",-2118449.9651328,-288212.220018111
"5348","Pycnopodia helianthoides",-2119250.18418139,-286994.664300286
"5349","Pycnopodia helianthoides",-2123240.46390683,-279983.811255987
"5350","Pycnopodia helianthoides",-2123769.04350872,-278526.765735205
"5351","Pycnopodia helianthoides",-2168886.17399597,-108936.047794742
"5352","Pycnopodia helianthoides",-2170819.43142025,-104860.659724199
"5353","Pycnopodia helianthoides",-2171330.37927324,-125277.248005917
"5354","Pycnopodia helianthoides",-2171267.28588879,-119492.375763199
"5355","Pycnopodia helianthoides",-2166885.6177401,-147521.082524796
"5356","Pycnopodia helianthoides",-2166676.99169001,-147754.610190961
"5357","Pycnopodia helianthoides",-2161399.23329875,-154050.058619207
"5358","Pycnopodia helianthoides",-2113001.56732779,-373027.725025079
"5359","Pycnopodia helianthoides",-2163101.10502677,-100842.60614953
"5360","Pycnopodia helianthoides",-2163158.0772695,-100701.098718824
"5361","Pycnopodia helianthoides",-2169112.45188497,-106108.092683427
"5362","Pycnopodia helianthoides",-2170344.35757681,-110025.925427365
"5363","Pycnopodia helianthoides",-2170004.80011842,-110477.15723765
"5364","Pycnopodia helianthoides",-2132581.09361124,-236558.321407336
"5365","Pycnopodia helianthoides",-2132429.11391653,-236916.32141214
"5366","Pycnopodia helianthoides",-2170819.43142025,-104860.659724199
"5367","Pycnopodia helianthoides",-2169778.81363662,-106007.523299921
"5368","Pycnopodia helianthoides",-2170099.43046039,-105709.026530626
"5369","Pycnopodia helianthoides",-2130432.44268276,-242583.464442304
"5370","Pycnopodia helianthoides",-2130827.59253552,-242300.445734377
"5371","Pycnopodia helianthoides",-2164436.54603085,-98337.566105616
"5372","Pycnopodia helianthoides",-2164565.16760404,-98075.9773709788
"5373","Pycnopodia helianthoides",-2166550.64608106,-97515.1997484654
"5374","Pycnopodia helianthoides",-2123769.04350872,-278526.765735205
"5375","Pycnopodia helianthoides",-2166775.6634174,-97972.5853121909
"5376","Pycnopodia helianthoides",-2123240.46390683,-279983.811255987
"5377","Pycnopodia helianthoides",-2118449.9651328,-288212.220018111
"5378","Pycnopodia helianthoides",-2119250.18418139,-286994.664300286
"5379","Pycnopodia helianthoides",-2167913.24123236,-99552.5145967536
"5380","Pycnopodia helianthoides",-2129104.21695051,-246490.722453984
"5381","Pycnopodia helianthoides",-2167779.87126167,-99327.8640292956
"5382","Pycnopodia helianthoides",-2127498.14881401,-249839.008666859
"5383","Pycnopodia helianthoides",-2163589.38193392,-99920.8076037778
"5384","Pycnopodia helianthoides",-2164049.62730896,-99526.0703338614
"5385","Pycnopodia helianthoides",-2163968.44453349,-99737.7658613048
"5386","Pycnopodia helianthoides",-2163195.19904713,-101084.397541231
"5387","Pycnopodia helianthoides",-2172378.77386842,-54833.8328715717
"5388","Pycnopodia helianthoides",-2172553.21234169,-54616.0097111554
"5389","Pycnopodia helianthoides",-2156814.62162932,-169324.616121595
"5390","Pycnopodia helianthoides",-2156578.53026399,-169398.501342613
"5391","Pycnopodia helianthoides",-2156078.61064018,-175234.642022185
"5392","Pycnopodia helianthoides",-2155908.1413013,-174458.325897061
"5393","Pycnopodia helianthoides",-2158369.39363915,-162170.332799718
"5394","Pycnopodia helianthoides",-2166885.6177401,-147521.082524796
"5395","Pycnopodia helianthoides",-2158663.86698524,-161638.420725465
"5396","Pycnopodia helianthoides",-2166676.99169001,-147754.610190961
"5397","Pycnopodia helianthoides",-2172038.78978933,-139895.923238073
"5398","Pycnopodia helianthoides",-2172234.07907318,-139647.593496542
"5399","Pycnopodia helianthoides",-2170344.35757681,-110025.925427365
"5400","Pycnopodia helianthoides",-2164535.72003104,-98785.165246126
"5401","Pycnopodia helianthoides",-2165049.89926905,-97456.0516870143
"5402","Pycnopodia helianthoides",-2171020.32777203,-117074.431309285
"5403","Pycnopodia helianthoides",-2119250.18418139,-286994.664300286
"5404","Pycnopodia helianthoides",-2168886.17399597,-108936.047794742
"5405","Pycnopodia helianthoides",-2118449.9651328,-288212.220018111
"5406","Pycnopodia helianthoides",-2119538.77362557,-286203.694859056
"5407","Pycnopodia helianthoides",-2169071.58062106,-110349.04701915
"5408","Pycnopodia helianthoides",-2168848.0129031,-110430.057764583
"5409","Pycnopodia helianthoides",-2168864.70046296,-108671.490086567
"5410","Pycnopodia helianthoides",-2163154.31472113,-101377.411632186
"5411","Pycnopodia helianthoides",-2169941.22004139,-101203.983453786
"5412","Pycnopodia helianthoides",-2170741.82417145,-111441.54179527
"5413","Pycnopodia helianthoides",-2122671.81463185,-280993.41332479
"5414","Pycnopodia helianthoides",-2169656.75843238,-100473.211188402
"5415","Pycnopodia helianthoides",-2170018.85440484,-101792.938830924
"5416","Pycnopodia helianthoides",-2171267.28588879,-119492.375763199
"5417","Pycnopodia helianthoides",-2170568.83888602,-111765.562504817
"5418","Pycnopodia helianthoides",-2168855.87472871,-106227.661659057
"5419","Pycnopodia helianthoides",-2171330.37927324,-125277.248005917
"5420","Pycnopodia helianthoides",-2170987.08324545,-102454.625303752
"5421","Pycnopodia helianthoides",-2170018.85440484,-101792.938830924
"5422","Pycnopodia helianthoides",-2171361.01593403,-103096.812275514
"5423","Pycnopodia helianthoides",-2112678.38318843,-373852.74967156
"5424","Pycnopodia helianthoides",-2113001.56732779,-373027.725025079
"5425","Pycnopodia helianthoides",-2165049.89926905,-97456.0516870143
"5426","Pycnopodia helianthoides",-2164535.72003104,-98785.165246126
"5427","Pycnopodia helianthoides",-2164565.16760404,-98075.9773709788
"5428","Pycnopodia helianthoides",-2164436.54603085,-98337.566105616
"5429","Pycnopodia helianthoides",-2163158.0772695,-100701.098718824
"5430","Pycnopodia helianthoides",-2163101.10502677,-100842.60614953
"5431","Pycnopodia helianthoides",-2163968.44453349,-99737.7658613048
"5432","Pycnopodia helianthoides",-2163154.31472113,-101377.411632186
"5433","Pycnopodia helianthoides",-2163195.19904713,-101084.397541231
"5434","Pycnopodia helianthoides",-2163589.38193392,-99920.8076037778
"5435","Pycnopodia helianthoides",-2163195.19904713,-101084.397541231
"5436","Pycnopodia helianthoides",-2163373.94699523,-100217.652814221
"5437","Pycnopodia helianthoides",-2164049.62730896,-99526.0703338614
"5438","Pycnopodia helianthoides",-2163195.19904713,-101084.397541231
"5439","Pycnopodia helianthoides",-2163373.94699523,-100217.652814221
"5440","Pycnopodia helianthoides",-2163101.10502677,-100842.60614953
"5441","Pycnopodia helianthoides",-2170741.82417145,-111441.54179527
"5442","Pycnopodia helianthoides",-2170004.80011842,-110477.15723765
"5443","Pycnopodia helianthoides",-2171020.32777203,-117074.431309285
"5444","Pycnopodia helianthoides",-2170099.43046039,-105709.026530626
"5445","Pycnopodia helianthoides",-2171330.37927324,-125277.248005917
"5446","Pycnopodia helianthoides",-2112678.38318843,-373852.74967156
"5447","Pycnopodia helianthoides",-2113001.56732779,-373027.725025079
"5448","Pycnopodia helianthoides",-2169493.52033044,-110159.947958719
"5449","Pycnopodia helianthoides",-2169007.61500115,-108177.965541515
"5450","Pycnopodia helianthoides",-2169653.43088064,-110541.655407536
"5451","Pycnopodia helianthoides",-2168785.02767246,-110581.795829519
"5452","Pycnopodia helianthoides",-2163659.6212657,-99607.3581060706
"5453","Pycnopodia helianthoides",-2164450.80577182,-99202.709893786
"5454","Pycnopodia helianthoides",-2169653.43088064,-110541.655407536
"5455","Pycnopodia helianthoides",-2169670.19377191,-110476.009537762
"5456","Pycnopodia helianthoides",-2169493.52033044,-110159.947958719
"5457","Pycnopodia helianthoides",-2169007.61500115,-108177.965541515
"5458","Pycnopodia helianthoides",-2164358.81111475,-98436.1622082774
"5459","Pycnopodia helianthoides",-2171568.89049175,-118087.971511773
"5460","Pycnopodia helianthoides",-2171292.94487786,-115505.016959264
"5461","Pycnopodia helianthoides",-2163015.67940288,-101697.805988893
"5462","Pycnopodia helianthoides",-2171939.43929243,-113982.86597653
"5463","Pycnopodia helianthoides",-2168915.17119599,-106125.690867556
"5464","Pycnopodia helianthoides",-2163322.11711283,-101631.459969136
"5465","Pycnopodia helianthoides",-2163265.63147791,-100489.34767075
"5466","Pycnopodia helianthoides",-2163230.71017765,-100113.959097697
"5467","Pycnopodia helianthoides",-2164530.02811022,-99485.2401810348
"5468","Pycnopodia helianthoides",-2164450.80577182,-99202.709893786
"5469","Pycnopodia helianthoides",-2163015.67940288,-101697.805988893
"5470","Pycnopodia helianthoides",-2169007.61500115,-108177.965541515
"5471","Pycnopodia helianthoides",-2163015.67940288,-101697.805988893
"5472","Pycnopodia helianthoides",-2170054.41013389,-110591.208592082
"5473","Pycnopodia helianthoides",-2163079.14187766,-101516.701095272
"5474","Pycnopodia helianthoides",-2170054.41013389,-110591.208592082
"5475","Pycnopodia helianthoides",-2168785.02767246,-110581.795829519
"5476","Pycnopodia helianthoides",-2169653.43088064,-110541.655407536
